left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	pr_subClassOf	pr_superClassOf	pr_equivalentTo	pr_other	left_novel	right_novel	left_consistent	right_consistent	equiv_clique_size
http://sweetontology.net/humanTransportation/Transportation		ENVO:02000125	transportation	label	label	Transportation	transportation	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/matr/Air		ENVO:00002005	air	label	label	Air	air	25.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/matrAerosol/Aerosol		ENVO:00010505	aerosol	label	label	Aerosol	aerosol	100.0	1.0	0.3333333333333333	4	1.0	0.05140088918779068	0.05140088918779068	0.8672962808273662	0.029901940797052246	True	True	False	False	2
http://sweetontology.net/matrAerosol/CCN		ENVO:01000912	cloud condensation nucleus	label	hasExactSynonym	CCN	CCN	16.5	0.5	0.5	4	1.0	0.05164764514310007	0.05164764514310007	0.8497174381676962	0.04698727154610373	True	True	False	False	7
http://sweetontology.net/matrAerosol/Dust		ENVO:00002008	dust	label	label	Dust	dust	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/matrAerosol/PM10		ENVO:01000405	respirable suspended particulate matter	label	hasExactSynonym	PM10	PM10	22.0	1.0	0.5	4	1.0	0.05216772952083588	0.05216772952083588	0.8582739708780699	0.03739057008025846	True	True	False	False	2
http://sweetontology.net/matrAerosol/Smoke		ENVO:01000838	smoke	label	label	Smoke	smoke	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	3
http://sweetontology.net/matrAerosol/Soot		ENVO:03000021	soot	label	label	Soot	soot	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	3
http://sweetontology.net/matrAnimal/Dairy		ENVO:00000077	agricultural feature	label	hasNarrowSynonym	Dairy	dairy	50.0	1.0	1.0	0	0.19047619047619047	0.46465254579828524	0.0647337640062826	0.36606068407401465	0.10455300612141756	True	True	False	False	6
http://sweetontology.net/matrAnimal/Dairy		ENVO:00003862	dairy	label	label	Dairy	dairy	100.0	1.0	1.0	0	0.6666666666666666	0.09694606220201588	0.08082451873038651	0.7987937115406141	0.023435707526983613	True	True	False	False	6
http://sweetontology.net/matrAnimal/Livestock		ENVO:02000005	obsolete livestock-associated habitat	label	hasRelatedSynonym	Livestock	livestock	50.0	1.0	1.0	4	1.0	0.07976909716325621	0.07976909716325621	0.767890593200731	0.07257121247275662	True	True	False	False	2
http://sweetontology.net/matrBiomass/AnimalWaste		ENVO:00002276	animal waste material	label	hasBroadSynonym	AnimalWaste	animal waste	50.0	0.5	1.0	4	1.0	0.027986986885438686	0.18159263574922005	0.7059906032036132	0.08442977416172813	True	True	False	False	2
