left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	pr_subClassOf	pr_superClassOf	pr_equivalentTo	pr_other	left_novel	right_novel	left_consistent	right_consistent	equiv_clique_size
http://sweetontology.net/matrElement#B		UO:0000227	magnetic flux density unit	label	hasExactSynonym	B	B	22.0	1.0	1.0	1	0.25	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	5
http://sweetontology.net/matrElement#B		UO:0000233	byte	label	hasExactSynonym	B	B	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	5
http://sweetontology.net/matrElement#C		UO:0000027	degree Celsius	label	hasExactSynonym	C	C	22.0	1.0	1.0	1	0.16666666666666666	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	6
http://sweetontology.net/matrElement#C		UO:0000220	coulomb	label	hasExactSynonym	C	C	22.0	1.0	1.0	0	0.16666666666666666	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	6
http://sweetontology.net/matrElement#C		UO:0000298	centi	label	hasExactSynonym	C	c	22.0	1.0	1.0	0	0.16666666666666666	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	6
http://sweetontology.net/matrElement#Cd		UO:0000014	candela	label	hasExactSynonym	Cd	cd	22.0	1.0	1.0	4	1.0	0.05258873130270072	0.05258873130270072	0.8652003768073055	0.029622160587292994	True	True	False	False	2
http://sweetontology.net/matrElement#F		UO:0000195	degree Fahrenheit	label	hasExactSynonym	F	F	22.0	1.0	1.0	2	0.5	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	3
http://sweetontology.net/matrElement#F		UO:0000303	femto	label	hasExactSynonym	F	f	22.0	1.0	1.0	0	0.5	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	3
http://sweetontology.net/matrElement#H		UO:0000032	hour	label	hasExactSynonym	H	h	22.0	1.0	1.0	1	0.09016393442622951	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	4
http://sweetontology.net/matrElement#H		UO:0000287	hecto	label	hasExactSynonym	H	h	22.0	1.0	1.0	0	0.5	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	4
http://sweetontology.net/matrElement#K		UO:0000012	kelvin	label	hasExactSynonym	K	K	22.0	1.0	1.0	2	0.5	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	3
http://sweetontology.net/matrElement#K		UO:0000294	kilo	label	hasExactSynonym	K	k	22.0	1.0	1.0	0	0.5	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	3
http://sweetontology.net/matrElement#Mg		UO:0000022	milligram	label	hasExactSynonym	Mg	mg	22.0	1.0	1.0	4	1.0	0.05258873130270072	0.05258873130270072	0.8652003768073055	0.029622160587292994	True	True	False	False	2
http://sweetontology.net/matrElement#N		UO:0000075	normal	label	hasExactSynonym	N	N	22.0	1.0	1.0	1	0.017080745341614908	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	9
http://sweetontology.net/matrElement#N		UO:0000108	newton	label	hasExactSynonym	N	N	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	9
http://sweetontology.net/matrElement#N		UO:0000300	nano	label	hasExactSynonym	N	n	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	9
http://sweetontology.net/matrElement#N		UO:0000302	pico	label	hasExactSynonym	N	n	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	9
http://sweetontology.net/matrElement#P		UO:0000258	poise	label	hasExactSynonym	P	P	22.0	1.0	1.0	2	0.5	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	3
http://sweetontology.net/matrElement#P		UO:0000290	peta	label	hasExactSynonym	P	P	22.0	1.0	1.0	0	0.5	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	3
http://sweetontology.net/matrElement#S		UO:0000264	siemens	label	hasRelatedSynonym	S	S	12.0	1.0	1.0	1	0.17647058823529413	0.22196701386285003	0.1850552426987884	0.4769649647105126	0.11601277872784899	True	True	False	False	4
